p.num,V8,V9,V10,uid,custom1,data,gc,term,Q39,age,happyt1,partyID,quintile,gender,income,ideology,social.issues,economic.issues
R_3BG6XCVCQTI6Dc1,6/14/2014,6/14/2014,1, ,7004501df8fc73-6ac3-4cc6-8d36-94ca8e980db7,2,1, ,1,58,72,1,3,2,4,8,9,9
R_3rchP4hpnrmtNcN,6/14/2014,6/14/2014,1, ,7004505e9467a7-7a38-4efe-a462-9a247acbfbc0,2,1, ,1,65,44,2,1,2,1,6,5,5
R_cMiCU2RirLiHhhH,6/14/2014,6/14/2014,1, ,700450c09e960a-3796-4ae7-b109-06ee10233902,2,1, ,1,37,46,1,3,1,6,4,4,4
R_ebNEteV45qg7gWx,6/14/2014,6/14/2014,1, ,7004503f47886f-2a69-43ea-bda4-333e96f53221,2,1, ,1,62,55,1,2,2,2,2,3,2
R_eybnCk3x7uBJcj3,6/14/2014,6/14/2014,1, ,700450742a9729-8b4b-4e4f-9654-2897122a5d45,2,1, ,1,50,99,2,2,1,2,4,6,3
R_0BWFRMxfcVGgN81,6/14/2014,6/14/2014,1, ,700450ebfd2ff8-4c55-4a91-b5d5-086b08dc8648,2,1, ,1,43,12,1,1,2,1,2,2,2
R_1H8HtjRkC7tPCw5,6/14/2014,6/14/2014,1, ,700450eb01f1a7-b89c-44b2-a49d-58f254737c0f,2,1, ,1,58,90,1,2,2,3,5,5,5
R_ac6xxG6kAManbxz,6/14/2014,6/14/2014,1, ,700450001fded7-0cc8-41af-b0d2-e147fa360934,2,1, ,1,53,70,3,3,2,5,5,5,5
R_5tqa29OluC7Dvdr,6/14/2014,6/14/2014,1, ,70045015e581d3-a788-4684-a58e-9ddec9ad2a60,2,1, ,1,28,51,2,3,1,5,5,5,5
R_43cqoFtzbXfqWKF,6/14/2014,6/14/2014,1, ,70045033d4e90e-4cb6-41cb-a216-663c62f5c0bf,2,1, ,1,58,61,2,5,2,14,5,5,6
R_abYPVYXdMQJZAYR,6/14/2014,6/14/2014,1, ,7004500e1763f2-8be8-4118-88ec-472fd5b95304,2,1, ,1,43,49,2,4,2,9,1,1,5
R_9YaxeTQFOE4frVP,6/14/2014,6/14/2014,1, ,700450af7cac31-12c1-4245-a662-b96864a7b893,2,1, ,1,62,41,3,3,1,4,4,3,4
R_cviVDt5siqhh0e9,6/14/2014,6/14/2014,1, ,7004506c6435eb-c2e3-4bb6-8464-1e0565b3bf3d,2,1, ,1,58,50,3,4,1,7,6,6,7
R_b1SnaehLn1BF349,6/14/2014,6/14/2014,1, ,7004501d77dbe2-37bf-48c5-9f49-534567548189,2,1, ,1,53,23,1,3,2,4,3,3,3
R_4ToqhpGZTfIuTWt,6/14/2014,6/14/2014,1, ,7004502752cb65-04dc-4126-87af-e5a9288680ac,2,1, ,1,43,69,2,4,2,9,4,4,4
R_5C4y3ejo6bYm4kt,6/14/2014,6/14/2014,1, ,70045068c5c427-4c38-4256-82ae-7eeffdbe9d53,2,1, ,1,36,71,2,3,1,5,4,4,4
R_3PdxA2JdxiaPV3f,6/14/2014,6/14/2014,1, ,7004502601f189-9ebd-4d44-bab6-04fcca6162fa,2,1, ,1,32,41,2,2,1,3,4,3,4
R_9SNi7iDClktayih,6/14/2014,6/14/2014,1, ,7004500db27138-f59f-43e7-ad2c-6b9cb7aaeefa,2,1, ,1,65,61,1,1,2,2,6,4,6
R_eKSgKByHlXYX4od,6/14/2014,6/14/2014,1, ,7004504f22f82d-95c2-49f8-a381-724dec98b320,2,1, ,1,66,54,2,1,2,1,1,1,1
R_6FiCFx7H3CAsOTX,6/14/2014,6/14/2014,1, ,7004506a734513-56e6-4b4b-a39d-86cdc79de972,2,1, ,1,18,46,2,4,2,6,2,2,5
R_4YpnjHAhn9GYw7z,6/14/2014,6/14/2014,1, ,70045052588331-aa46-490b-b142-66605f05406f,2,1, ,1,42,51,3,4,1,9,5,5,6
R_56KSXsw9BihfUOx,6/14/2014,6/14/2014,1, ,70045068645294-a634-4573-8e62-1ff58b906bc4,2,1, ,1,63,50,3,4,1,9,6,6,6
R_6DwFMd7aRndJGUR,6/14/2014,6/14/2014,1, ,7004508e580a13-5da2-4007-816d-2dbabda181bf,2,1, ,1,57,53,2,1,2,1,7,7,7
R_cIvxOfEZeTo8l25,6/14/2014,6/14/2014,1, ,7004501bf73022-55aa-451a-ba9f-9eaa611769a7,2,1, ,1,48,70,1,5,1,15,3,2,4
R_3gYbP0jmJM3N49f,6/14/2014,6/14/2014,1, ,7004501d96e13b-0964-4c4d-8829-0a4606a076af,2,1, ,1,42,53,3,1,2,1,4,4,9
R_8wzOE9Rnrg5pblH,6/14/2014,6/14/2014,1, ,700450b124d503-d555-4f52-a1b2-752f2af8ed5b,2,1, ,1,65,62,2,4,2,10,3,2,5
R_6feN3oLf5r5MS8Z,6/14/2014,6/14/2014,1, ,700450c86a100d-8f37-4394-ab48-15cafbcc24b1,2,1, ,1,59,50,1,1,1,1,2,2,3
R_ekyFj63eok9rreJ,6/14/2014,6/14/2014,1, ,700450b3c0f7a7-0cd9-4907-9cba-1560becc774b,2,1, ,1,64,9,2,1,1,1,6,6,7
R_4Gu3Xy273YLKZFj,6/14/2014,6/14/2014,1, ,70045018ddf075-084c-4e79-8c48-c25ba0c7d7b8,2,1, ,1,63,12,3,4,2,7,6,6,6
R_djpAmflGVxxNpWt,6/14/2014,6/14/2014,1, ,70045050ae60f1-fd83-45a0-be4a-74451acefc97,2,1, ,1,30,47,2,3,2,4,1,2,2
R_20pYqzrxtLA49Fz,6/14/2014,6/14/2014,1, ,70045083f95a7c-921a-4bcf-9023-e6eead886307,2,1, ,1,55,71,1,2,2,2,2,2,2
R_3x5ACeBwKdQodQ9,6/14/2014,6/14/2014,1, ,700450c88d177d-0798-4550-a52e-43f3a820e228,2,1, ,1,47,66,2,2,1,3,2,2,2
R_2ajUiMObYTgyxJX,6/14/2014,6/14/2014,1, ,700450d042ac9e-6211-44b5-bd1b-7d45453d347f,2,1, ,1,54,54,2,2,1,2,4,4,4
R_9BSBmyhKFGNrpeR,6/14/2014,6/14/2014,1, ,7004500267fb69-1a8c-4ee5-b57d-b230b3739a69,2,1, ,1,62,76,1,2,2,4,4,3,4
R_b2RookAJAHD9j6J,6/14/2014,6/14/2014,1, ,700450c23ead6c-585d-44a0-a637-1053820bb7a0,2,1, ,1,68,48,2,1,2,4,4,1,6
R_5sZ0JD0iBxUEMxn,6/14/2014,6/14/2014,1, ,7004501e3ec540-a151-43dc-8406-48526882a75c,2,1, ,1,24,3,1,4,2,16,1,1,1
R_3qSTlRsQJkzc8qV,6/14/2014,6/14/2014,1, ,7004501606261a-7539-430a-a586-8366ebd92309,2,2,duration_Less300,1,55,66,2,4,1,9,3,4,3
R_6fe9t2QYV7pptHL,6/14/2014,6/14/2014,1, ,70045041e01ee2-94a7-43ea-a430-c8c262081b7a,2,1, ,1,27,10,1,3,2,5,2,1,2
R_8vpD5mie3uI5jGB,6/14/2014,6/14/2014,1, ,70045054d6644e-d498-4c61-a4b9-a575055de6b1,2,1, ,1,45,11,2,2,2,3,2,2,2
R_9plrXv3qXna3ySN,6/14/2014,6/14/2014,1, ,700450ebcf64c1-b059-4d8b-ad91-0742baa46065,2,1, ,1,30,35,2,2,2,2,6,6,5
R_3DxtdPyFegy9wsl,6/14/2014,6/14/2014,1, ,700450d3b0bb0f-a0b9-46af-acac-faa66ce9b9a2,2,1, ,1,52,10,2,2,2,3,4,2,5
R_7OJFEIWNXJfytCd,6/14/2014,6/14/2014,1, ,7004509d6a7e38-93ac-4741-98fe-e04bfc255333,2,1, ,1,44,46,2,3,2,5,3,4,3
R_2fU99rWn8epLdhb,6/14/2014,6/14/2014,1, ,700450fd3fa8fd-c85a-4607-a5c3-47a77c343329,2,1, ,1,47,29,1,4,2,9,3,2,4
R_8eULXcmBl6PU66V,6/14/2014,6/14/2014,1, ,70045023947747-3970-4964-8508-2688f805b918,2,1, ,1,68,53,1,3,2,5,4,3,4
R_cH1qcckpiuFM1AF,6/14/2014,6/14/2014,1, ,70045071047d51-36bd-43cc-96f0-6a31ee2547f4,2,1, ,1,54,30,3,4,1,7,7,7,5
R_e9fhnsNVwp64GRn,6/14/2014,6/14/2014,1, ,700450f563144b-5334-4cdf-8922-ca11efb335c5,2,1, ,1,39,57,3,3,1,4,6,7,7
R_0wWJ028DCskdDCd,6/14/2014,6/14/2014,1, ,7004500fb3aa2f-5540-4b17-8ac3-c394beb3b4d7,2,1, ,1,70,9,1,3,2,5,2,2,3
R_eETg20WDokEm4uh,6/14/2014,6/14/2014,1, ,7004503e1ae592-4d0b-41b8-bd33-be78795fcbd7,2,1, ,1,63,51,2,2,2,2,6,6,6
R_3x5LgNAVJtJ2y3j,6/14/2014,6/14/2014,1, ,700450e91da90c-9eb8-4442-abda-136b7dc62ab1,2,1, ,1,44,78,2,2,1,2,7,5,6
R_8ueDSGavc5I0qd7,6/14/2014,6/14/2014,1, ,7004502c863bf6-4024-4cbe-92e0-37aa9747b2db,2,1, ,1,60,60,2,2,2,3,4,4,4
R_9RWCasHn5LeGI0l,6/14/2014,6/14/2014,1, ,7004509ae7894e-9f11-4f29-90da-25095501bfc7,2,1, ,1,61,13,1,2,2,2,8,1,4
R_1RBZf4m8i3yQi1f,6/14/2014,6/14/2014,1, ,70045018065f40-d66d-4294-9f91-8b7bbd23f0da,2,1, ,1,47,52,1,2,2,2,2,3,3
R_3C7emH1AskzQ8sZ,6/14/2014,6/14/2014,1, ,70045074326c48-835c-4562-88d9-7ddb572e9ddd,2,1, ,1,54,51,1,1,2,1,3,9,9
R_8eKZEJ8K9N00MCx,6/14/2014,6/14/2014,1, ,700450b10c090b-b598-41d6-84da-b9edfa2b0f8e,2,1, ,1,42,52,2,2,2,3,5,3,5
R_5psEbdvhd4FEKEZ,6/14/2014,6/14/2014,1, ,700450e287a7ad-6771-4b5a-a8b3-24ca188c2504,2,1, ,1,44,100,1,1,2,1,3,5,3
R_56WCMxlTdUhitet,6/14/2014,6/14/2014,1, ,700450a24d4dfc-f1d7-496a-bbf6-81a799001957,2,1, ,1,49,68,3,1,1,1,7,6,6
R_byFeB79GRBpX4UZ,6/14/2014,6/14/2014,1, ,700450bfca1397-3771-487b-9413-24f5f48b0f4f,2,1, ,1,54,80,2,2,1,2,6,7,7
R_bNvVJ8wvjUht8vH,6/14/2014,6/14/2014,1, ,700450dd852c58-5ec2-48a1-877b-9bc9838f128d,2,1, ,1,56,61,1,2,1,2,3,3,3
R_6ioIc9HodDUBh53,6/14/2014,6/14/2014,1, ,7004505dae1b6c-15e6-485b-b787-500724e883fe,2,1, ,1,58,51,3,1,1,1,6,6,6
R_9SJHtibhMs0m5Ex,6/14/2014,6/14/2014,1, ,70045028d80a65-e5ec-4f46-ab62-8631ab4fc92a,2,1, ,1,48,50,2,4,1,8,2,2,3
R_0VDNSeU9AsEIEXH,6/14/2014,6/14/2014,1, ,700450b1b1a31c-788c-4d48-b7a4-852d97d9f876,2,1, ,1,45,60,1,5,2,11,2,2,2
R_79XJTBGZe3lzqRv,6/14/2014,6/14/2014,1, ,7004508e8d4f93-3552-458b-bca7-45db60ecede3,2,1, ,1,29,72,1,4,2,9,1,1,2
R_9AjOMRd2YYgdJid,6/14/2014,6/14/2014,1, ,700450589453cb-d1b4-48a4-bc9b-910e0b0e20fd,2,1, ,1,55,61,1,1,2,1,6,6,6
R_ehNh1JPxoJC0YBf,6/14/2014,6/14/2014,1, ,700450071712d0-7976-4f1d-8740-7fe0db1e7406,2,1, ,1,54,28,1,2,2,3,2,2,2
R_4IoqRLZ9LC9GzAN,6/14/2014,6/14/2014,1, ,70045058ca0f8d-0675-4e11-b3e1-9e67aa75c1b2,2,1, ,1,37,54,2,4,2,9,4,4,4
R_410hZbys1gt2qIB,6/14/2014,6/14/2014,1, ,700450d733d206-60b3-4484-bab2-4a4212cb712b,2,1, ,1,24,47,2,4,1,4,8,6,6
R_cCpFouo7QF5GNxj,6/14/2014,6/14/2014,1, ,700450678374ee-abe9-4018-8585-45262a44d736,2,1, ,1,55,48,1,1,1,1,1,1,1
R_5oHHBjg8A3xuVvf,6/14/2014,6/14/2014,1, ,700450db20c49f-e777-4a93-a0ef-5aa0c669fee4,2,1, ,1,63,51,2,1,2,2,4,4,4
R_6liFnhT8j4uARut,6/14/2014,6/14/2014,1, ,7004507e6175d0-8253-4fa1-8c9f-dfe3846111f1,2,1, ,1,43,70,3,1,2,1,6,5,5
R_6zXaR21MGFLvfYp,6/14/2014,6/14/2014,1, ,70045064814623-c847-4e7c-aaa9-b3baca7018bb,2,1, ,1,40,59,3,4,2,6,7,7,4
R_bxXcgllHmpR9TTv,6/14/2014,6/14/2014,1, ,700450dd24bf54-25df-4fc4-864f-0a49a13e2829,2,1, ,1,58,71,2,1,1,1,3,2,3
R_7X5maAzoZbNpOhD,6/14/2014,6/14/2014,1, ,700450e83f9451-88b1-4773-bd95-6aa270fff169,2,1, ,1,54,71,3,4,2,6,7,6,6
R_2520Ndi2YZqityl,6/14/2014,6/14/2014,1, ,7004505cd0100d-5011-4394-81bf-99bcb94a9d5d,2,1, ,1,57,79,3,4,2,7,6,6,6
R_6KehXOe0MYgCBCt,6/14/2014,6/14/2014,1, ,7004505be87f78-8722-4dd1-be3b-4a53f4720baa,2,1, ,1,60,71,3,4,1,6,5,3,5
R_40faVdTcOWOq8zb,6/14/2014,6/14/2014,1, ,700450fc657c71-8331-418b-a69f-94949f95d177,2,1, ,1,54,74,2,5,2,11,4,4,4
R_eULNzN659VoWmPP,6/14/2014,6/14/2014,1, ,7004502538eb04-3268-437b-bced-ef85cb3d77a2,2,1, ,1,52,50,3,5,2,13,4,4,4
R_bDFC7c8uPXDQgnP,6/14/2014,6/14/2014,1, ,7004508093ba45-9c34-4196-b712-8e460c25d961,2,1, ,1,54,92,2,4,2,8,8,8,8
R_3ehr16E6tAs763r,6/14/2014,6/14/2014,1, ,7004502fbff8ec-19f0-479e-8228-a8aa939d9067,2,1, ,1,57,73,3,5,2,14,4,4,4
R_0r2alzcBmhwyXTD,6/14/2014,6/14/2014,1, ,700450c9aa6558-d564-4629-965f-e67d3c57d765,2,1, ,1,63,74,3,4,2,9,6,6,6
R_8k5HJTCYTRv0awZ,6/14/2014,6/14/2014,1, ,70045055b112c2-c55f-4cca-a4f8-7d528d7e7d05,2,1, ,1,34,50,2,4,2,8,4,3,5
R_4ZQo8tvvuljNP9P,6/14/2014,6/14/2014,1, ,700450a1ad0020-4638-4ec7-8780-9d9e3075833c,2,1, ,1,68,49,3,5,1,13,5,5,5
R_e4oi36dl9xg9yGF,6/14/2014,6/14/2014,1, ,70045014a552c4-88a4-4f55-bda2-351cc0f049fc,2,1, ,1,53,72,3,4,2,8,6,6,6
R_5vbStOZ2J0JhSEB,6/14/2014,6/14/2014,1, ,70045015ac7c95-a83c-4a4b-8309-0cf81df2027a,2,1, ,1,40,29,2,4,2,10,4,3,5
R_aXGPE35J1D79dJj,6/14/2014,6/14/2014,1, ,700450d683ba96-ce1e-4369-be06-774f9c73b45d,2,1, ,1,66,70,2,4,2,10,8,8,8
R_2awLHxcYFE3kqFf,6/14/2014,6/14/2014,1, ,7004502b562203-afc0-4af5-ab9a-d0f163748ce6,2,1, ,1,46,75,2,4,2,6,8,8,8
R_81jvqCC2IbHzhA1,6/14/2014,6/14/2014,1, ,70045093328e51-fb6e-4b56-914e-be72c887be97,2,1, ,1,44,83,2,4,1,9,6,5,5
R_5cZRiTQis6DfmQd,6/16/2014,6/16/2014,1, ,7004501c06071a-964c-4027-90a1-430d23f3cf3c,2,1, ,1,47,50,3,4,1,6,7,7,7
R_bNntZgNjgAJr78N,6/16/2014,6/16/2014,1, ,700450538cd5b8-f478-423e-9956-b03d4e968aed,2,1, ,1,66,72,3,5,2,15,4,3,5
R_1Yum035YaKeDz5b,6/16/2014,6/16/2014,1, ,700450b6a20a80-1c89-4eb9-bda4-64ed9f04a7cd,2,1, ,1,32,56,3,5,2,12,4,4,5
R_3jWxYuwhhJNE8BL,6/16/2014,6/16/2014,1, ,700450c48ac14f-31fb-486c-80e4-b3f91b104c7b,2,1, ,1,56,60,3,5,2,13,6,6,6
R_07EJX5tdtc5EXVH,6/16/2014,6/16/2014,1, ,7004504b6b5e83-19b1-4d6f-b8d0-098a08f36934,2,1, ,1,62,44,3,4,2,9,7,7,7
R_eFL7dBLhyjoHngN,6/16/2014,6/16/2014,1, ,700450c84a9e74-dc12-490f-8633-7ba50f95501a,2,1, ,1,31,78,3,5,2,11,7,6,6
R_ac21NSOn42Lycol,6/16/2014,6/16/2014,1, ,7004505504771e-b20e-49e8-a3b2-19a38f72ac93,2,1, ,1,42,19,3,5,2,14,8,8,8
R_9t7uTl8GkMDsX77,6/16/2014,6/16/2014,1, ,700450a0177b4a-6600-443f-80dc-22b84334d565,2,1, ,1,39,51,3,5,2,10,6,6,6
R_daOkz3Hppw6VBSR,6/16/2014,6/16/2014,1, ,70045029693913-93eb-46a4-8ae8-8e317cc356f3,2,1, ,1,34,57,3,5,2,10,5,5,5
R_6nHSgwPO5cWSuBn,6/16/2014,6/16/2014,1, ,700450c84b29ea-b16d-43ef-bcde-d7a49286725b,2,1, ,1,28,69,3,5,2,10,8,9,4
R_4J8izatMOqPqXQh,6/16/2014,6/16/2014,1, ,700450441ed0d8-3fdc-4068-817b-7f180947132b,2,2,duration_Less300,1,36,79,3,5,2,11,2,2,2
R_5tM4u2Vo8KHIZb7,6/16/2014,6/16/2014,1, ,7004500878787d-a382-429f-b1b2-24a77eda8ab7,2,1, ,1,66,72,3,5,1,13,6,6,6
R_5njIXnTULa7mEKN,6/16/2014,6/16/2014,1, ,700450e2b866ef-ab32-4723-b4d9-e8e6d3281921,2,1, ,1,30,53,3,5,2,11,4,4,4
R_b9skZHDiaUlKClD,6/16/2014,6/16/2014,1, ,700450966270ff-c416-4087-927f-8e9b11519be3,2,1, ,1,30,84,3,5,1,11,6,6,6
R_4HF3smdu1TULdzv,6/17/2014,6/17/2014,1, ,7004504d0d7fa7-f3ce-45fd-9ffe-f7a4eebb81e1,2,1, ,1,54,70,3,5,2,15,6,6,7
R_0IffdemhPXacr6R,6/17/2014,6/17/2014,1, ,7004503a63bf7e-1e69-4281-b3e7-4a0953baf092,2,1, ,1,62,54,3,5,2,15,6,6,7
R_37wYC6lQg4RKLFH,6/17/2014,6/17/2014,1, ,7004507adc39dd-591b-43f0-a5af-c37bad823334,2,1, ,1,60,67,3,5,2,11,6,6,6
R_9NzshXEYlWMS4QZ,6/17/2014,6/17/2014,1, ,7004505e4e8c60-78f4-4ffc-b776-b70ede3e5bf4,2,2,duration_Less300,1,43,69,3,5,2,15,7,7,7
R_1XGTRSqt1rV78Tb,6/17/2014,6/17/2014,1, ,70045068379481-9c45-4b4f-973c-2bf3af919d46,2,3, ,1,59,66,3,5,2,14,6,6,6
R_brXfVDVeU6Wq0h7,6/17/2014,6/17/2014,1, ,700450b355c640-d98d-4260-96ad-46b1c6424de3,2,1, ,1,35,52,3,5,2,11,6,5,7
R_2bHNXyZlyUfqZO5,6/17/2014,6/17/2014,1, ,700450b89fcab4-7278-4934-b368-ee81db023a96,2,3, ,1,50,61,3,5,2,13,6,7,7
R_5cdEhYWc1ycD9Hv,6/17/2014,6/17/2014,1, ,700450f3a0b7b5-9434-48f9-b0ce-54f3ea67e429,2,1, ,1,34,77,3,5,1,15,6,6,6
R_a90zXV4OcY2VIfb,6/17/2014,6/17/2014,1, ,700450b778c9cc-16ad-419e-b417-4cb5a61af719,2,3, ,1,61,89,3,5,2,15,6,6,7
R_3xG3TqO1iQJh8lT,6/17/2014,6/17/2014,1, ,7004505836e0ec-5600-4a1a-9a3f-b20dd14710ed,2,3, ,1,48,75,3,5,1,11,6,6,6
R_3IdDi2KtF8btPAF,6/17/2014,6/17/2014,1, ,700450bb7061ed-fc91-42dc-b8e3-87df59f25bc7,2,3, ,1,48,74,3,5,2,13,4,4,4
R_ewFM9kuC3x7XyPr,6/18/2014,6/18/2014,1, ,700450d9c79275-7aa3-4686-beec-152d190098e7,2,1, ,1,23,61,3,5,2,15,4,1,7
R_4OURPZXQFM2UnKl,6/18/2014,6/18/2014,1, ,70045001d4ecad-0e4f-401d-a6bd-bbf1730a3448,2,2,duration_Less300,1,37,72,3,5,1,12,4,4,4
R_3yKi6xsxMW8JLh3,6/18/2014,6/18/2014,1, ,7004502f6e3f48-3db6-4bdf-a46f-79f3f53a5f93,2,1, ,1,25,50,3,5,2,10,5,6,6
R_6l2bFisbJZG8o5v,6/18/2014,6/18/2014,1, ,700450fd71a7a9-cb5b-4ca7-87a6-54b52dc91bc7,2,1, ,1,42,18,3,5,2,14,8,8,8
R_bfvSSAm2yUFBV9X,6/14/2014,6/14/2014,1, ,70045042b8a4b0-a3dc-4f6d-8a0c-a5797b8990b4,2,1, , , ,28,1,3,2,6,2,2,5
R_eG3Y9q7tbB7iqGx,6/14/2014,6/14/2014,1, ,700450634e2d4d-2af8-4361-a717-8988708ab9c8,2,1, , , ,83,3,4,1,8,6,6,5
R_4MgopzYhPs7bTLv,6/16/2014,6/16/2014,1, ,700450f53529a9-7e06-4aa5-aca9-c0075295ed0a,2,2,duration_Less300, , ,73,3,5,1,12,5,5,5
R_2gdJIGSp0QxXerX,6/14/2014,6/14/2014,1, ,7004508a08dfe2-c80c-4ab5-a74d-ff95c46bbc64,2,1, ,1,30,70,1,3,2,8,1,1,1
R_a5zU6cGepxiYJBH,6/14/2014,6/14/2014,1, ,7004500c09ee4c-fee9-44c6-b8d5-b5062f4453c1,2,1, ,1,54,30,2,3,2,4,4,4,4
R_4UEocO0cwmBmo85,6/14/2014,6/14/2014,1, ,7004506e82d18b-8a37-4161-a08d-c4ff03779c9f,2,1, ,1,63,87,1,5,2,15,6,5,6
R_3EnMb83PlXIi06N,6/14/2014,6/14/2014,1, ,7004508f6201b7-b073-4f85-9f07-212fce299e01,2,1, ,1,57,50,3,3,1,6,6,2,7
R_b70ZTiZ5GsoyOah,6/14/2014,6/14/2014,1, ,7004502af8596b-6476-4b77-b635-1dcc472a9a83,2,1, ,1,30,44,1,5,1,15,2,2,2
R_dgMAiLRTx6bW7xX,6/14/2014,6/14/2014,1, ,700450a48827c8-233a-4b18-a9dc-e541e524b5a7,2,1, ,1,28,100,1,4,1,7,6,7,3
R_8ivb0e4F2mWB1uR,6/14/2014,6/14/2014,1, ,700450a6944870-acbc-4403-b327-254bffd53337,2,1, ,1,40,47,3,4,2,6,6,4,7
R_8cCReHS8UAivKfP,6/14/2014,6/14/2014,1, ,7004503cd3a766-b0d0-44f3-8575-6e8aee85b68c,2,1, ,1,50,55,3,1,2,1,6,6,6
R_b8X9szaZucXmiH3,6/14/2014,6/14/2014,1, ,700450051b57b1-f5c0-4a3d-b6c4-af6028e6f336,2,1, ,1,48,72,2,2,1,2,7,7,7
R_bOqSPVoatmOlSe1,6/14/2014,6/14/2014,1, ,700450c8d78adb-187d-4dc3-8e1d-eec7ff77e174,2,1, ,1,86,33,3,2,2,3,7,7,7
R_egJtqqXT7boy0IZ,6/14/2014,6/14/2014,1, ,7004508a140732-6f27-4b96-ac30-4a08d8530559,2,1, ,1,33,90,2,5,1,16,8,2,1
R_0OmI3At3xMl0onP,6/14/2014,6/14/2014,1, ,700450c0dc472b-fc81-4079-becd-c35f476a0501,2,1, ,1,44,31,3,1,2,1,7,7,7
R_9nJWX6GxoLxGiY5,6/14/2014,6/14/2014,1, ,700450c01406ca-8059-4b10-8d43-7b61b0478118,2,1, ,1,34,83,1,3,1,4,2,2,3
R_8ddi3KjbDsdMYC1,6/14/2014,6/14/2014,1, ,700450077b9aa2-60dc-46c3-bd43-f1ee1ea3fa89,2,1, ,1,55,69,1,2,2,3,1,1,1
R_eW18KPvPS1aaTxH,6/14/2014,6/14/2014,1, ,700450fe800b42-dc7d-4300-8a5f-d99e79a64e36,2,1, ,1,39,51,2,2,1,2,4,4,4
R_b29AbYCKp85kfNH,6/14/2014,6/14/2014,1, ,700450add22daf-1055-4e79-b1e1-d68662c5e26c,2,1, ,1,58,73,1,2,2,3,3,3,3
R_3meg46tjX6GRZw9,6/14/2014,6/14/2014,1, ,70045047255c7a-50e9-4571-a1a9-d645d1a4e829,2,1, ,1,24,72,2,2,1,3,4,2,4
R_0MKNabUFnPmiQQt,6/14/2014,6/14/2014,1, ,700450f42ee9dd-9a3b-4930-814e-d89db6e58065,2,1, ,1,45,72,2,2,2,2,4,4,4
R_4UyOlTk2YAWVYgd,6/14/2014,6/14/2014,1, ,700450351414ab-bc0f-4987-93c2-565ade7ad953,2,1, ,1,42,96,2,4,2,7,4,4,4
R_8ffHJ0tlUTYh5pX,6/14/2014,6/14/2014,1, ,700450dee16eb1-c314-4305-952e-e06e78e8c4cf,2,1, ,1,54,46,2,2,2,2,4,4,4
R_ewK4ok580Z5yQEl,6/14/2014,6/14/2014,1, ,7004508a6e0494-1916-4b0d-9359-94cf496d7d48,2,1, ,1,31,47,1,3,1,5,4,2,6
R_cAWDQxImp5Fz1tj,6/14/2014,6/14/2014,1, ,700450ed89775f-359b-4f11-ace9-6b4f3a06f5c6,2,1, ,1,64,49,3,5,1,10,4,6,6
R_6gnRdOqZ8l7nFVH,6/14/2014,6/14/2014,1, ,700450d3dc67dc-a82b-403e-add1-f1f8fc88a01a,2,1, ,1,45,30,2,3,1,5,3,2,5
R_b4zqoPEvpFRzA7r,6/14/2014,6/14/2014,1, ,700450c9fc68bf-8503-4eec-ab9f-ac265df7305b,2,1, ,1,58,93,3,1,2,1,7,7,7
R_b3io0jHFbt267Hv,6/14/2014,6/14/2014,1, ,7004500539db21-9267-477d-bf3c-88cf3f9e2366,2,1, ,1,29,100,1,5,2,10,1,1,1
R_0cXC7WcuNPualuJ,6/14/2014,6/14/2014,1, ,700450ca502421-e34d-430a-b631-454c8776c26c,2,1, ,1,78,51,1,2,1,2,2,2,2
R_25meVhMUMnW8Cxv,6/14/2014,6/14/2014,1, ,70045093aad958-d142-4d2a-baa1-ce5572c751b6,2,1, ,1,62,52,2,2,2,3,4,8,8
R_6xtSBqDSmtoz0Vv,6/14/2014,6/14/2014,1, ,700450a239c51c-4cb7-40d4-93ea-c7b6a0f5036f,2,1, ,1,34,70,2,3,2,4,3,3,4
R_85PxfK92ls1IC8Z,6/14/2014,6/14/2014,1, ,700450899deace-e066-4a81-a18e-54bdedf555f1,2,1, ,1,48,61,2,1,2,1,8,8,8
R_aaChFICxFNxzOsd,6/14/2014,6/14/2014,1, ,7004505a57f59c-812f-4993-bbd0-6d896af2c6b3,2,1, ,1,45,74,2,2,2,2,3,4,2
R_dp39V85qPQxzmaV,6/14/2014,6/14/2014,1, ,700450252c09c5-ec80-4e70-8e62-e73a922a1258,2,1, ,1,51,78,1,5,2,13,2,1,3
R_brrKOw7IRZnw7kN,6/14/2014,6/14/2014,1, ,7004500c4e888c-fb65-4650-a218-12a10413fd59,2,1, ,1,70,51,3,2,2,2,6,7,6
R_0JOtPStHj6wLZOt,6/14/2014,6/14/2014,1, ,700450c68d5334-e04b-437b-b6a4-0357b692833a,2,1, ,1,59,29,3,2,1,2,6,6,6
R_5bE3PuVjH8CBxxX,6/14/2014,6/14/2014,1, ,700450a65d3b37-8335-441f-898b-2e7c13c87b51,2,1, ,1,56,54,1,3,2,4,4,2,1
R_bk2441qvvuVBuAt,6/14/2014,6/14/2014,1, ,700450964d61d4-f6c8-484b-bd74-97a7e4c546d6,2,1, ,1,63,90,2,2,2,2,7,7,7
R_0Hg6tDUAVXWPO29,6/14/2014,6/14/2014,1, ,700450403d64d0-5ff5-48c9-91b3-d41ee1a4f75d,2,1, ,1,43,100,1,1,2,1,5,3,3
