p.num,V8,V9,V10,uid,custom1,data,gc,term,Q39,age,happyt1,partyID,quintile,gender,income,ideology,social.issues,economic.issues
R_eQjorwTBNf0Q2NL,7/25/2015,7/25/2015, , , , , , , ,30,100,3,17,1, ,6,6,5
R_56liervcx2TErA1,7/25/2015,7/25/2015, , , , , , , ,40,54,2,4,2, ,4,4,4
R_cJ73fn0T9AcAiBT,7/25/2015,7/25/2015, , , , , , , ,53,51,1,1,2, , , , 
R_9H6KqmZ1IYnyAi9,7/25/2015,7/25/2015, , , , , , , ,46,95,1,3,2, , , , 
R_26we9FkfkLIQqWx,7/25/2015,7/25/2015, , , , , , , ,28,33,2,2,2, , , , 
R_bKRBRQGI1ssgPv7,7/25/2015,7/25/2015, , , , , , , ,60,94,1,3,2, , , , 
R_bIUctMTvnoadH0N,7/25/2015,7/25/2015, , , , , , , ,22,10,2,3,2, , , , 
R_bNNExfVxzWhVM1f,7/25/2015,7/25/2015, , , , , , , ,29,45,3,3,2, ,7,2,7
R_ebMrp2UvjwHNhYx,7/25/2015,7/25/2015, , , , , , , ,30,45,3,3,1, ,5,5,5
R_eXvtOQL0EzkqDI1,7/25/2015,7/25/2015, , , , , , , ,37,69,3,1,1, , , , 
R_4Ia5uJJ3mwf2clL,7/25/2015,7/25/2015, , , , , , , ,49,63,1,3,2, ,2,2,2
R_806WQlH5oUiF0cl,7/25/2015,7/25/2015, , , , , , , ,19,91,1,3,1, , , , 
R_a5aipZqcgh9YPZP,7/25/2015,7/25/2015, , , , , , , ,29,50,2,3,1, , , , 
R_2nK6PSojtINJPQ9,7/25/2015,7/25/2015, , , , , , , ,29,50,1,2,2, , , , 
R_1YoNF9sFaWxMz1X,7/25/2015,7/25/2015, , , , , , , ,45,43,3,17,2, , , , 
R_bO4GgdPYy3Mmseh,7/25/2015,7/25/2015, , , , , , , ,62,49,1,2,1, ,3,2,4
R_d08TMJlGoRsoAi9,7/25/2015,7/25/2015, , , , , , , ,61,52,1,3,1, ,8,9,9
R_elzfFj4qJLZu1Br,7/25/2015,7/25/2015, , , , , , , ,60,51,1,4,1, , , , 
R_02JWaPJNqrVdBwV,7/25/2015,7/25/2015, , , , , , , ,60,74,1,4,2, ,4,3,5
R_e9cnmzcdSaYl1qJ,7/25/2015,7/25/2015, , , , , , , ,48,100,2,17,2, ,4,4,4
R_1S5sJJU1tyugHw9,7/25/2015,7/25/2015, , , , , , , ,51,100,1,1,2, , , , 
R_41wja6DhQZ75TX7,7/25/2015,7/25/2015, , , , , , , ,23,53,2,3,2, , , , 
R_0fiZs2BbCVXgegJ,7/25/2015,7/25/2015, , , , , , , ,45,63,2,3,2, , , , 
R_diKvYCnDoHfttQx,7/25/2015,7/25/2015, , , , , , , ,31,33,2,4,1, , , , 
R_5pCNPPHzs99T0Wh,7/25/2015,7/25/2015, , , , , , , ,62,77,2,1,1, , , , 
R_bvV3HXXdBQCWSQl,7/25/2015,7/25/2015, , , , , , , ,28,30,3,4,1, ,6,7,5
R_3wVTFNPBbKuvHy5,7/25/2015,7/25/2015, , , , , , , ,46,76,1,4,2, ,4,2,4
R_2rABIW7BWJzm1Lf,7/25/2015,7/25/2015, , , , , , , ,59,32,2,2,2, ,4,4,9
R_dd8aJPyS5pMTTgN,7/25/2015,7/25/2015, , , , , , , ,60,14,1,1,2, , , , 
R_6EXQxV3Zl320qTr,7/25/2015,7/25/2015, , , , , , , ,30,50,3,3,2, , , , 
R_5j86moizcQbt3Hn,7/25/2015,7/25/2015, , , , , , , ,76,79,3,3,1, ,4,5,4
R_0k4yP0nSlA1lXpP,7/25/2015,7/25/2015, , , , , , , ,36,82,1,3,2, , , , 
R_87JTAeEAv3hkRnv,7/25/2015,7/25/2015, , , , , , , ,62,87,1,1,2, , , , 
R_dn9FXR9Nij4mXKl,7/25/2015,7/25/2015, , , , , , , ,25,60,2,2,2, , , , 
R_7R7acysh1E2Yz3f,7/25/2015,7/25/2015, , , , , , , ,61,58,3,4,1, , , , 
R_8DlEcYpea5SZGOV,7/25/2015,7/25/2015, , , , , , , ,27,81,2,3,2, , , , 
R_9FGwUAXQDSrZJk1,7/25/2015,7/25/2015, , , , , , , ,29,77,1,3,2, , , , 
R_3w7LzXunI63fEKp,7/25/2015,7/25/2015, , , , , , , ,46,74,2,17,1, ,4,3,4
R_8i9R52O1sv8fxpr,7/25/2015,7/25/2015, , , , , , , ,19,35,1,3,2, , , , 
R_5dS2si9si3Pw2Nv,7/25/2015,7/25/2015, , , , , , , ,28,75,2,2,1, , , , 
R_8IJyJ5zymuw8MJL,7/25/2015,7/25/2015, , , , , , , ,59,56,3,4,2, ,5,5,5
R_0VQYlgsUAa4cd25,7/25/2015,7/25/2015, , , , , , , ,22,83,1,1,1, , , , 
R_4GBtpcwhe2jOhvL,7/25/2015,7/25/2015, , , , , , , ,37,34,1,3,2, , , , 
R_d7syGxRPkKyfe73,7/25/2015,7/25/2015, , , , , , , ,21,50,1,3,1, ,2,2,5
R_eWmtpVbw1oW6K3P,7/25/2015,7/25/2015, , , , , , , ,40,0,2,1,2, ,1,1,3
R_23FQidtqNOuNVgV,7/25/2015,7/25/2015, , , , , , , ,42,71,1,2,2, ,1,1,2
R_0UR8Tro1FrK83dz,7/25/2015,7/25/2015, , , , , , , ,36,39,2,1,2, , , , 
R_2nos0kKstdGeaup,7/25/2015,7/25/2015, , , , , , , ,52,45,1,3,1, , , , 
R_5vCWBoVlz1jUXsh,7/25/2015,7/25/2015, , , , , , , ,26,49,2,2,2, , , , 
R_80vZIuaF9UwhNGJ,7/25/2015,7/25/2015, , , , , , , ,44,27,1,4,2, , , , 
R_3qmWMZlpNIkCNhz,7/25/2015,7/25/2015, , , , , , , ,25,86,2,2,2, , , , 
R_6Ap4R9Wl61iWRKJ,7/25/2015,7/25/2015, , , , , , , ,38,20,2,1,2, , , , 
R_bpImy8Ow0k4I9Ex,7/25/2015,7/25/2015, , , , , , , ,25,71,2,3,2, ,4,4,4
R_262zEC4zVEsl7GR,7/25/2015,7/25/2015, , , , , , , ,28,27,1,3,2, , , , 
R_6J8FRqSjDfXKtKt,7/25/2015,7/25/2015, , , , , , , ,35,92,2,1,2, ,1,1,1
R_0SMkrfc0zJqmEYt,7/25/2015,7/25/2015, , , , , , , ,50,97,3,17,2, , , , 
R_0ev0d2OijYY8PMF,7/25/2015,7/25/2015, , , , , , , ,30,81,1,4,2, ,8,8,8
R_enfOJNdrjwO9uAd,7/25/2015,7/25/2015, , , , , , , ,44,100,1,17,1, , , , 
R_6Kx11XoSPveScW9,7/25/2015,7/25/2015, , , , , , , ,44,46,3,17,1, , , , 
R_5inxZpRNwKJQ8SN,7/25/2015,7/25/2015, , , , , , , ,56,51,2,3,2, , , , 
R_6Xpq4UYOs6YKR81,7/25/2015,7/25/2015, , , , , , , ,38,30,2,3,2, ,3,3,3
R_ai0czgALcbJjqLP,7/25/2015,7/25/2015, , , , , , , ,36,52,1,17,2, , , , 
R_9ySQg93tucDSp2R,7/25/2015,7/25/2015, , , , , , , ,33,60,2,4,1, , , , 
R_e9xoIVjpQhak1Rr,7/25/2015,7/25/2015, , , , , , , ,47,54,2,4,2, ,4,4,4
R_0fAvZ7uAx6o2ahv,7/25/2015,7/25/2015, , , , , , , ,73,52,3,3,2, , , , 
R_e54Sb9TrnWlpYAB,7/25/2015,7/25/2015, , , , , , , ,52,51,1,17,2, ,3,3,4
R_9TPgmLIMf02T4FL,7/25/2015,7/25/2015, , , , , , , ,49,69,2,1,2, , , , 
R_8vnrBy3d2jN6Bhz,7/25/2015,7/25/2015, , , , , , , ,29,50,2,2,2, , , , 
R_eLpiAeaUWXmJ9xr,7/25/2015,7/25/2015, , , , , , , ,33,55,1,3,2, , , , 
R_b4n9jK2clFkebdj,7/25/2015,7/25/2015, , , , , , , ,49,68,2,3,2, ,2,2,2
R_aeIV3juRARIMjkh,7/25/2015,7/25/2015, , , , , , , ,31,61,2,3,2, , , , 
R_cucz9yJfjERiokt,7/25/2015,7/25/2015, , , , , , , ,63,58,1,4,2, ,2,2,1
R_cBd8ULoLNC1T47X,7/25/2015,7/25/2015, , , , , , , ,35,72,1,3,2, ,4,2,6
R_aXc5JOU3PcDJf1j,7/25/2015,7/25/2015, , , , , , , ,67,72,2,4,2, , , , 
R_0d2DM6D0NlnoQSx,7/25/2015,7/25/2015, , , , , , , ,36,70,3,4,1, ,6,6,7
R_1SlUrouGxGhpraR,7/25/2015,7/25/2015, , , , , , , ,61,45,2,4,1, , , , 
R_3xiPefMhymCRu7P,7/25/2015,7/25/2015, , , , , , , , ,89,1,3,2, , , , 
R_9zvqdswiQjBitXT,7/25/2015,7/25/2015, , , , , , , ,62,100,1,17,1, ,2,2,2
R_aa8zhDAJX3OvufP,7/25/2015,7/25/2015, , , , , , , ,81,53,1,2,1, , , , 
R_cTtR1CMY7A76f2t,7/25/2015,7/25/2015, , , , , , , ,43,100,3,17,2, ,4,4,4
R_1BtxMefOkrJeH6R,7/25/2015,7/25/2015, , , , , , , ,24,58,2,4,2, , , , 
R_29xwd2Mbx5FyzxH,7/25/2015,7/25/2015, , , , , , , ,47,51,1,1,2, , , , 
R_bgzOj4zRQAFfqAt,7/25/2015,7/25/2015, , , , , , , ,61,72,1,4,2, , , , 
R_0Ck5xectfNaVnBb,7/25/2015,7/25/2015, , , , , , , ,45,66,3,3,2, ,4,4,4
R_5zDecqQYjovnQPP,7/25/2015,7/25/2015, , , , , , , ,63,68,1,4,1, ,2,2,2
R_bdPVY3JzLMm9Jyd,7/25/2015,7/25/2015, , , , , , , ,45,91,3,17,2, ,7,4,7
R_8DrEiBQDTIm4CQB,7/25/2015,7/25/2015, , , , , , , ,73,70,2,4,1, , , , 
R_e57CMq2NATlFCFD,7/25/2015,7/25/2015, , , , , , , ,32,48,1,3,2, , , , 
R_246oXrKFuze1err,7/25/2015,7/25/2015, , , , , , , ,19,84,2,17,2, ,5,5,3
R_d3XHmqnsSHhhzBH,7/25/2015,7/25/2015, , , , , , , ,24,64,2,3,2, ,4,4,4
R_1SvRk7Av47nSwqF,7/25/2015,7/25/2015, , , , , , , ,57,74,3,3,2, , , , 
R_9t86rsKAxpcYbFX,7/25/2015,7/25/2015, , , , , , , ,29,69,1,3,1, , , , 
R_8pOQBStZ2PSRwTH,7/25/2015,7/25/2015, , , , , , , ,20,30,3,4,2, , , , 
R_1Hx39zI2eEwNiFD,7/25/2015,7/25/2015, , , , , , , ,47,75,1,17,2, ,2,2,1
R_eJzOfqbMY2Ohinz,7/25/2015,7/25/2015, , , , , , , ,23,91,1,1,2, , , , 
R_8HMOWOT7lSKkEqF,7/25/2015,7/25/2015, , , , , , , ,25,67,1,4,2, ,2,2,4
R_d6k2gpbeDPkvVjL,7/25/2015,7/25/2015, , , , , , , ,35,62,1,2,2, , , , 
R_0VWazapHp7a4Bql,7/25/2015,7/25/2015, , , , , , , ,26,21,2,4,2, ,4,4,4
R_3RfYu0RnVifWsOF,7/25/2015,7/25/2015, , , , , , , ,71,53,1,4,1, ,2,1,3
R_77X3sDBmzsFC2zP,7/25/2015,7/25/2015, , , , , , , ,57,50,2,1,2, ,4,4,4
R_292RSxojjWTl26h,7/25/2015,7/25/2015, , , , , , , ,30,53,2,2,2, , , , 
R_bJkCYYxjOobKTtP,7/25/2015,7/25/2015, , , , , , , ,33,3,1,1,2, , , , 
R_4Vo8zIHUOOzJLzn,7/25/2015,7/25/2015, , , , , , , ,26,49,2,4,2, ,4,2,9
R_erqIy9Wz6MXty4d,7/25/2015,7/25/2015, , , , , , , ,61,68,2,17,1, , , , 
R_9vgHjrX6dyZ4SMJ,7/25/2015,7/25/2015, , , , , , , ,45,70,3,17,1, ,6,6,6
R_b8WVkINSousXpbv,7/25/2015,7/25/2015, , , , , , , ,47,53,3,4,1, ,7,7,7
R_3s18L2HL6dha2tD,7/25/2015,7/25/2015, , , , , , , ,49,68,1,17,2, ,3,3,3
R_b4uoMhjkxjMlQhL,7/25/2015,7/25/2015, , , , , , , ,40,76,3,1,2, ,5,6,6
R_821RFTAZRHANx2Z,7/25/2015,7/25/2015, , , , , , , ,54,14,3,4,2, , , , 
R_3Q0uUxtKVZaVw9L,7/25/2015,7/25/2015, , , , , , , ,56,71,3,4,2, ,6,7,7
R_aWQf96Obo8fZbrn,7/25/2015,7/25/2015, , , , , , , ,31,45,2,4,2, ,8,8,8
R_1LFoEikwHpi4Swt,7/25/2015,7/25/2015, , , , , , , ,44,9,2,2,2, ,8,8,8
R_6usAj0GufVplbrn,7/25/2015,7/25/2015, , , , , , , ,31,87,1,17,1, , , , 
R_bmclUzcGLPoxhWJ,7/25/2015,7/25/2015, , , , , , , ,29,68,1,1,2, ,4,4,4
R_4MEaE9BiLcSUSaN,7/25/2015,7/25/2015, , , , , , , ,54,29,1,4,2, , , , 
R_3KHWl72ahiKtLeZ,7/25/2015,7/25/2015, , , , , , , ,24,1,1,4,2, , , , 
R_6VhddFDknEpVWER,7/25/2015,7/25/2015, , , , , , , ,58,76,2,4,2, ,5,6,6
R_8c3DtoxwKsPDRLD,7/25/2015,7/25/2015, , , , , , , ,43,50,1,17,1, , , , 
R_0kTS5z135XMW1Eh,7/25/2015,7/25/2015, , , , , , , ,67,28,1,17,2, , , , 
R_eM8amkQkjmNeFJH,7/25/2015,7/25/2015, , , , , , , ,66,97,3,4,2, , , , 
R_3yhjTpDFXZcug6N,7/25/2015,7/25/2015, , , , , , , ,55,50,3,2,2, ,8,8,8
R_esA0cOZ2lcvvn13,7/25/2015,7/25/2015, , , , , , , ,33,48,2,1,2, , , , 
R_86eh8S5JlVImcqF,7/25/2015,7/25/2015, , , , , , , ,65,49,1,4,1, ,4,6,6
R_4GR8nlzIcHKEZlb,7/25/2015,7/25/2015, , , , , , , ,32,30,3,2,2, ,5,4,6
R_73S15XGGrFLpb1z,7/25/2015,7/25/2015, , , , , , , ,38,39,2,2,2, , , , 
R_3gGFDTh9PVCY62x,7/25/2015,7/25/2015, , , , , , , ,67,51,1,17,1, ,5,6,4
R_6V6WlR4ApZbqcaV,7/25/2015,7/25/2015, , , , , , , ,28,92,2,4,2, , , , 
R_3OxbBK94JDHAeG1,7/25/2015,7/25/2015, , , , , , , ,47,100,1,1,2, , , , 
R_3qNnhwstMMjgM9T,7/25/2015,7/25/2015, , , , , , , , ,65,1,1,1, , , , 
R_3DFM4BvyGlKgvvn,7/25/2015,7/25/2015, , , , , , , ,54,35,1,4,2, ,2,2,2
R_bsIEKacQH4YWn7n,7/25/2015,7/25/2015, , , , , , , ,44,49,1,2,1, ,4,4,4
R_5ztape3pInoA8hn,7/25/2015,7/25/2015, , , , , , , ,36,10,1,1,2, ,1,1,1
R_0TBIjCZyJIAEUvP,7/25/2015,7/25/2015, , , , , , , ,43,50,3,4,2, , , , 
R_25InP9qCF5JnCJv,7/25/2015,7/25/2015, , , , , , , ,78,66,3,4,2, , , , 
R_efVJjiHePdZeHSl,7/25/2015,7/25/2015, , , , , , , ,35,62,1,17,2, , , , 
R_22Vde8puMjvJeF7,7/25/2015,7/25/2015, , , , , , , ,57,61,2,17,1, ,5,5,5
R_2n8jGLWIoQ26ym9,7/25/2015,7/25/2015, , , , , , , ,69,72,2,1,1, ,6,6,6
R_ekxtzQ3Ut1nIRlX,7/25/2015,7/25/2015, , , , , , , ,53,70,3,4,2, , , , 
R_blbIBUZyIqoVmqV,7/25/2015,7/25/2015, , , , , , , ,48,11,2,1,2, , , , 
R_5pOjd944DG6K73f,7/25/2015,7/25/2015, , , , , , , ,55,54,2,1,2, , , , 
R_6GAGNXXpWGE4Si1,7/25/2015,7/25/2015, , , , , , , ,37,42,2,4,2, , , , 
R_5oHr9Kzq9x6OfSl,7/25/2015,7/25/2015, , , , , , , ,36,52,2,4,2, ,3,3,3
R_6ojJoizkCUebZqd,7/25/2015,7/25/2015, , , , , , , ,45,69,1,17,2, ,4,4,4
R_9zCb27JSUbueYXb,7/25/2015,7/25/2015, , , , , , , ,25,51,1,1,2, ,1,1,3
R_dmMCmWb3Fy7Bo4R,7/25/2015,7/25/2015, , , , , , , ,65,82,3,17,2, ,3,4,3
R_cvApPWR7qZjf4ln,7/25/2015,7/25/2015, , , , , , , ,50,47,2,4,2, , , , 
R_ac4pQKl5dRZgjeR,7/25/2015,7/25/2015, , , , , , , ,45,21,2,1,2, , , , 
R_6r2nglgyfdKMBKt,7/25/2015,7/25/2015, , , , , , , ,58,70,1,2,1, , , , 
R_8jOWldTUZBaEaG1,7/25/2015,7/25/2015, , , , , , , ,54,22,2,2,1, ,5,5,5
R_9n122rcZKKFK3Vr,7/25/2015,7/25/2015, , , , , , , ,29,100,3,1,2, , , , 
R_00O5bD2BVWRV9K5,7/25/2015,7/25/2015, , , , , , , ,55,100,1,1,2, , , , 
R_dpeEpJ1NWh1kSG1,7/25/2015,7/25/2015, , , , , , , ,26,71,2,2,2, , , , 
R_a2Ho0d86rgfvUUJ,7/25/2015,7/25/2015, , , , , , , ,41,76,3,17,2, , , , 
R_8jIcrSJuyUnS6wZ,7/25/2015,7/25/2015, , , , , , , ,53,93,2,2,2, , , , 
R_0Jtaa2rgMKhDU1v,7/25/2015,7/25/2015, , , , , , , ,36,71,2,17,1, , , , 
R_80xUuPB1hbk8FlX,7/25/2015,7/25/2015, , , , , , , ,57,10,2,1,1, ,5,5,5
R_9pMa3wANQQ3sIT3,7/25/2015,7/25/2015, , , , , , , ,27,52,1,1,2, ,2,1,4
R_cI0fIbNdwcw9Vfn,7/25/2015,7/25/2015, , , , , , , ,69,79,1,17,1, ,4,4,4
R_3gGyiWyoCA3FvAV,7/25/2015,7/25/2015, , , , , , , ,55,75,2,17,2, ,6,6,6
R_3wJx3nB85vSUQiF,7/25/2015,7/25/2015, , , , , , , ,23,29,2,2,2, , , , 
R_5om6bfNG0g31lR3,7/25/2015,7/25/2015, , , , , , , ,36,72,2,2,2, , , , 
R_bsB7D9rb9kSyWk5,7/25/2015,7/25/2015, , , , , , , ,25,32,1,17,2, , , , 
R_5dtguSPvCubvgBD,7/25/2015,7/25/2015, , , , , , , ,44,94,1,2,2, , , , 
R_9uF64kyH7JgAPRP,7/25/2015,7/25/2015, , , , , , , ,33,81,1,17,1, , , , 
R_9NpbxKv87MlY3NX,7/26/2015,7/26/2015, , , , , , , ,39,79,2,17,1, ,5,5,6
R_cAdjRMmLOcEWTSR,7/26/2015,7/26/2015, , , , , , , ,63,70,3,17,2, ,7,6,6
R_8eQUTA8vWv1oQNT,7/26/2015,7/26/2015, , , , , , , ,53,100,1,1,1, , , , 
R_2cpXIqUEADe7IAB,7/26/2015,7/26/2015, , , , , , , ,54,64,3,17,2, , , , 
R_4UBst2sF3CWm63j,7/26/2015,7/26/2015, , , , , , , ,22,63,1,17,2, , , , 
R_9NdAHAQCyKzSDuR,7/26/2015,7/26/2015, , , , , , , ,21,32,1,2,2, ,8,8,8
R_2uaY8UgAhCCv0uF,7/26/2015,7/26/2015, , , , , , , ,43,54,2,17,1, ,5,3,6
R_2bfXfPkcT2A6I4t,7/26/2015,7/26/2015, , , , , , , ,22,34,2,17,1, , , , 
R_51tkYKKYi0uUkXr,7/26/2015,7/26/2015, , , , , , , ,21,10,1,2,2, , , , 
R_8zSOz5sAz4d3Y1L,7/26/2015,7/26/2015, , , , , , , ,50,32,1,17,1, , , , 
R_6Pw4lSknVHcyLY1,7/26/2015,7/26/2015, , , , , , , ,54,11,3,1,2, , , , 
R_1TRK8xCG3EiXO6h,7/26/2015,7/26/2015, , , , , , , ,24,70,1,1,2, , , , 
R_2mpcfo7NBYMkg1T,7/26/2015,7/26/2015, , , , , , , ,56,83,3,17,1, ,7,7,7
R_7ZDUfB7QZQdFcR7,7/26/2015,7/26/2015, , , , , , , , ,100,1,2,2, , , , 
R_6gsBQYbdbYIqn9r,7/26/2015,7/26/2015, , , , , , , ,27,75,1,17,2, , , , 
R_es6Y0Mhvn6kwsxD,7/26/2015,7/26/2015, , , , , , , ,28,48,2,17,2, , , , 
R_cGVJp4863MLqJMx,7/26/2015,7/26/2015, , , , , , , , ,53,2,17,1, ,1,1,1
R_3KR6hMLaukkE01n,7/26/2015,7/26/2015, , , , , , , ,35,56,2,2,2, , , , 
R_0lervjnbTjU5mw5,7/26/2015,7/26/2015, , , , , , , ,28,81,1,17,2, , , , 
R_ekOXqdFJHw051WJ,7/26/2015,7/26/2015, , , , , , , ,53,54,2,17,2, ,4,3,5
R_9XZhRdQ2eIega7r,7/26/2015,7/26/2015, , , , , , , ,53,77,2,17,1, , , , 
R_eRtf5PTmQb7p9wF,7/26/2015,7/26/2015, , , , , , , ,40,86,2,17,1, ,4,4,4
R_6KcrvNqVkJTqUsJ,7/26/2015,7/26/2015, , , , , , , ,44,40,1,17,1, , , , 
R_2hlBdF7p7043UcB,7/26/2015,7/26/2015, , , , , , , ,35,50,2,17,1, ,10,9,9
R_cwJj3k8qW3M6AAt,7/26/2015,7/26/2015, , , , , , , ,55,72,1,17,2, ,3,5,5
R_dgwmgyNMoFgy65T,7/26/2015,7/26/2015, , , , , , , ,35,55,2,17,1, , , , 
R_9QBXx7r9DgEQ1db,7/26/2015,7/26/2015, , , , , , , ,45,94,1,17,1, , , , 
R_3TPf3FuOYa4cLB3,7/26/2015,7/26/2015, , , , , , , ,24,65,2,1,2, ,4,4,4
R_6zXmBphCKUGwjwF,7/26/2015,7/26/2015, , , , , , , ,53,93,3,17,1, , , , 
R_1H4acANIuVG7Ufb,7/26/2015,7/26/2015, , , , , , , ,36,99,3,17,2, , , , 
R_eCWzqiJ7NOMoYzH,7/26/2015,7/26/2015, , , , , , , ,24,53,3,1,2, , , , 
R_0IfCDIR3cEFSvD7,7/26/2015,7/26/2015, , , , , , , ,56,61,2,17,2, , , , 
R_5dbKIpyEfRIOnUp,7/26/2015,7/26/2015, , , , , , , ,39,49,2,17,1, ,4,2,4
R_9XJ2qCCJjV5A3VH,7/26/2015,7/26/2015, , , , , , , ,31,93,1,2,1, , , , 
R_cHZqWblDOUxI9XT,7/26/2015,7/26/2015, , , , , , , ,51,82,3,17,2, ,6,7,6
R_eRNB3YKhmgSippj,7/26/2015,7/26/2015, , , , , , , ,39,53,2,17,2, , , , 
R_bejywgahW6fDNvn,7/26/2015,7/26/2015, , , , , , , ,19,28,1,17,2, , , , 
R_396MBdCOmlC76Op,7/26/2015,7/26/2015, , , , , , , ,68,78,3,17,2, ,7,7,7
R_8dYGDzcFLrzMlmt,7/26/2015,7/26/2015, , , , , , , ,38,92,2,17,1, , , , 
R_8f6LDJZyIsALh3f,7/26/2015,7/26/2015, , , , , , , ,37,25,1,17,2, , , , 
R_00ai95fthCrCrCR,7/26/2015,7/26/2015, , , , , , , ,49,28,1,2,2, , , , 
R_e2uGj2UpCEHpYDb,7/26/2015,7/26/2015, , , , , , , ,71,89,2,2,1, ,2,2,4
R_39vL5n4Gicg6o0B,7/26/2015,7/26/2015, , , , , , , ,23,33,2,2,2, , , , 
R_bvWYrCH42kYdZoV,7/26/2015,7/26/2015, , , , , , , ,59,93,1,2,2, , , , 
R_cIszwXUhL0LpIhv,7/26/2015,7/26/2015, , , , , , , ,70,72,3,17,2, ,6,6,6
R_9BRxPFK7m4ur0wd,7/26/2015,7/26/2015, , , , , , , ,18,53,2,17,2, , , , 
R_0B6fbGgx7UzLwIR,7/26/2015,7/26/2015, , , , , , , ,46,71,1,17,2, ,1,1,1
R_07MdwzJE9SStd0F,7/26/2015,7/26/2015, , , , , , , ,25,77,2,2,2, , , , 
R_5mry2fT0Il6ibch,7/26/2015,7/26/2015, , , , , , , ,27,21,3,17,2, , , , 
R_4M90FHqOYdJkSEZ,7/26/2015,7/26/2015, , , , , , , ,34,48,2,17,1, , , , 
R_0I0v20okDhnBInH,7/26/2015,7/26/2015, , , , , , , ,41,17,1,17,2, , , , 
R_cT0LsUUMjXweIE5,7/26/2015,7/26/2015, , , , , , , ,87,76,3,2,2, ,7,7,7
R_9ZanJimU3AAdfcp,7/26/2015,7/26/2015, , , , , , , ,28,57,2,2,2, , , , 
R_8tYyBagK8LD3vmd,7/26/2015,7/26/2015, , , , , , , ,72,84,1,17,1, ,2,2,2
R_bQqiv6ZPhTt8eI5,7/26/2015,7/26/2015, , , , , , , ,49,76,2,17,2, , , , 
R_1HdebJZ4PyUAtNz,7/26/2015,7/26/2015, , , , , , , ,26,100,3,17,1, , , , 
R_bCNls6WTo6ch7tX,7/26/2015,7/26/2015, , , , , , , ,33,100,2,17,1, , , , 
R_a4vWYk3ZnaZTL6d,7/26/2015,7/26/2015, , , , , , , ,22,83,2,2,1, , , , 
R_a9QK1Uxoqka25Qp,7/26/2015,7/26/2015, , , , , , , ,39,76,1,2,2, , , , 
R_231HgEngfFCXcNv,7/26/2015,7/26/2015, , , , , , , ,41,49,2,17,1, , , , 
R_6M4NObjmgnsnFY1,7/26/2015,7/26/2015, , , , , , , ,41,100,1,17,1, , , , 
R_6xogSVgIsn9QBQp,7/26/2015,7/26/2015, , , , , , , ,32,71,1,17,1, , , , 
R_b4bfCdpS6bc191r,7/26/2015,7/26/2015, , , , , , , ,59,86,1,17,1, , , , 
R_0umx8v14Lz1wIdf,7/26/2015,7/26/2015, , , , , , , ,46,45,1,17,1, ,1,1,1
R_29MWjZNIFzWxQFv,7/26/2015,7/26/2015, , , , , , , ,32,47,2,17,2, , , , 
R_7P3S6xgIgpWPYqN,7/26/2015,7/26/2015, , , , , , , ,34,73,2,17,2, ,2,2,3
R_06TsFw2eiQb6nHf,7/26/2015,7/26/2015, , , , , , , ,36,45,3,17,2, , , , 
R_cPkMYPVEOUnVxjf,7/26/2015,7/26/2015, , , , , , , ,36,61,3,17,2, ,5,5,5
R_dnGy8HnXfXiJkPj,7/26/2015,7/26/2015, , , , , , , ,34,52,2,2,1, , , , 
R_5bdD5Dgh1ph5gPP,7/26/2015,7/26/2015, , , , , , , ,31,37,2,17,2, , , , 
R_3NPhDJcUtZOQCnb,7/27/2015,7/27/2015, , , , , , , ,56,70,1,2,2, ,2,2,2
R_3KRgxm4O0mH0PHL,7/27/2015,7/27/2015, , , , , , , , ,80,2,2,1, , , , 
R_bj5qcyXNSsClknX,7/27/2015,7/27/2015, , , , , , , ,24,52,2,2,2, , , , 
R_8v72DM6NxsZuq7r,7/27/2015,7/27/2015, , , , , , , ,53,64,3,2,2, ,4,4,4
R_8ACogPMTKg7YV3D,7/27/2015,7/27/2015, , , , , , , ,32,30,1,2,2, ,3,3,3
R_8AFjwVbzPzF7F1X,7/27/2015,7/27/2015, , , , , , , ,24,100,1,2,1, , , , 
R_4TM2cpfWjnnvxyZ,7/27/2015,7/27/2015, , , , , , , ,30,32,2,2,2, , , , 
R_8dbVMlCq8Ar4TuB,7/27/2015,7/27/2015, , , , , , , ,48,34,1,2,2, , , , 
R_eQaTkMg64uuvFLD,7/27/2015,7/27/2015, , , , , , , ,27,62,1,2,2, ,2,2,2
R_380aB3uHNjzZBgV,7/27/2015,7/27/2015, , , , , , , ,35,66,1,2,2, ,3,3,3
R_e8ROdoaR3Se5Z8V,7/27/2015,7/27/2015, , , , , , , ,33,91,3,2,2, , , , 
R_4TlCAu1COCRAmBn,7/27/2015,7/27/2015, , , , , , , ,36,100,1,2,2, , , , 
R_3qluMRSAiYM5ygl,7/27/2015,7/27/2015, , , , , , , ,52,33,3,2,2, , , , 
R_8618447G8iiReAJ,7/27/2015,7/27/2015, , , , , , , ,52,30,1,2,2, ,3,2,3
R_6uroXiT2MUBB00J,7/27/2015,7/27/2015, , , , , , , ,63,53,3,2,1, ,6,6,6
R_2oaF7w6rmAiWw05,7/27/2015,7/27/2015, , , , , , , ,68,50,3,2,2, , , , 
R_aWyGFrLrAnPm44J,7/27/2015,7/27/2015, , , , , , , ,29,100,1,2,2, , , , 
